R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,R_SIG_STR._att,R_SIG_STR._landed,B_SIG_STR._att,B_SIG_STR._landed,R_TOTAL_STR._att,R_TOTAL_STR._landed,B_TOTAL_STR._att,B_TOTAL_STR._landed,R_TD_att,R_TD_landed,B_TD_att,B_TD_landed,R_HEAD_att,R_HEAD_landed,B_HEAD_att,B_HEAD_landed,R_BODY_att,R_BODY_landed,B_BODY_att,B_BODY_landed,R_LEG_att,R_LEG_landed,B_LEG_att,B_LEG_landed,R_DISTANCE_att,R_DISTANCE_landed,B_DISTANCE_att,B_DISTANCE_landed,R_CLINCH_att,R_CLINCH_landed,B_CLINCH_att,B_CLINCH_landed,R_GROUND_att,R_GROUND_landed,B_GROUND_att,B_GROUND_landed,weight_class,no_of_rounds,R_Height,R_Weight,R_Reach,R_Stance,R_DOB,B_height,B_Weight,B_Reach,B_Stance,B_DOB
Irene Aldana,Bethe Correia,0,0,0.33,0.41,0.0,0.0,1,0,1,0,0,0,Submission,3,3:24,3 Rnd (5-5-5),Eduardo Herdy,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",Women's Bantamweight Bout,Red,247,83,196,81,248,84,196,81,0,0,2,0,224,67,141,43,17,11,32,18,6,5,23,20,243,80,195,80,3,3,1,1,1,0,0,0,Women's Bantamweight,3,175.26,135.0,172.72,Orthodox,"Mar 26, 1988",165.1,135.0,162.56,Orthodox,"Jun 22, 1983"
Rogerio Nogueira,Ryan Spann,0,1,0.25,0.4,0.0,0.5,0,1,0,1,0,0,KO/TKO,1,2:07,3 Rnd (5-5-5),Herb Dean,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",Light Heavyweight Bout,Blue,24,6,32,13,24,6,32,13,0,0,2,1,24,6,30,11,0,0,1,1,0,0,1,1,24,6,29,10,0,0,0,0,0,0,3,3,Light Heavyweight,3,187.96,205.0,190.5,Southpaw,"Jun 02, 1976",195.57999999999998,205.0,200.66,Orthodox,"Aug 24, 1991"
Thiago Moises,Kurt Holobaugh,0,0,0.64,0.33,0.66,0.33,1,0,4,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",Lightweight Bout,Red,102,66,115,39,160,115,189,108,6,4,6,2,92,59,82,16,4,2,30,21,6,5,3,2,53,28,93,24,11,8,21,14,38,30,1,1,Lightweight,3,175.26,155.0,177.8,Orthodox,"Mar 23, 1995",180.34,155.0,177.8,Orthodox,"Sep 08, 1986"
Warlley Alves,Sergio Moraes,1,0,0.45,0.32,0.0,0.0,0,0,0,0,0,0,KO/TKO,3,4:13,3 Rnd (5-5-5),Osiris Maia,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",Welterweight Bout,Red,157,72,62,20,157,72,62,20,0,0,0,0,107,36,52,12,14,10,9,7,36,26,1,1,154,70,59,19,3,2,3,1,0,0,0,0,Welterweight,3,180.34,170.0,182.88,Orthodox,"Jan 04, 1991",182.88,170.0,182.88,Orthodox,"Jul 23, 1982"
BJ Penn,Clay Guida,0,0,0.36,0.38,0.0,0.5,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",Lightweight Bout,Blue,177,64,208,80,188,74,242,113,0,0,2,1,164,56,170,52,12,8,21,13,1,0,17,15,165,54,177,64,12,10,31,16,0,0,0,0,Lightweight,3,175.26,155.0,177.8,Orthodox,"Dec 13, 1978",170.18,155.0,177.8,Orthodox,"Dec 08, 1981"
Luana Carolina,Priscila Cachoeira,1,0,0.48,0.46,0.0,0.0,3,0,1,0,2,2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Fernando Portella,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",Women's Flyweight Bout,Red,231,111,149,69,251,126,149,69,0,0,2,0,180,75,103,39,46,31,34,21,5,5,12,9,181,82,125,55,40,21,23,13,10,8,1,1,Women's Flyweight,3,167.64000000000001,125.0,175.26,Orthodox,"Jun 11, 1993",170.18,125.0,165.1,Orthodox,"Aug 19, 1988"
Raoni Barcelos,Carlos Huachin,1,0,0.47,0.15,0.0,0.0,1,0,3,0,0,0,KO/TKO,2,4:49,3 Rnd (5-5-5),Eduardo Herdy,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",Bantamweight Bout,Red,123,59,127,20,137,70,127,20,1,0,0,0,113,52,120,17,4,3,6,2,6,4,1,1,72,23,124,19,1,1,3,1,50,35,0,0,Bantamweight,3,170.18,135.0,170.18,Orthodox,"May 01, 1987",162.56,135.0,170.18,Southpaw,"Jun 04, 1996"
Talita Bernardo,Viviane Araujo,0,1,0.33,0.53,0.0,1.0,0,0,0,3,0,0,KO/TKO,3,0:48,3 Rnd (5-5-5),Fernando Portella,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",Women's Bantamweight Bout,Blue,136,46,115,61,141,51,120,66,3,0,3,3,112,28,79,34,12,8,14,9,12,10,22,18,134,45,111,57,2,1,0,0,0,0,4,4,Women's Bantamweight,3,162.56,135.0,172.72,Orthodox,"Mar 04, 1987",162.56,135.0,172.72,Orthodox,"Nov 21, 1986"
Al Iaquinta,Donald Cerrone,0,2,0.4,0.38,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Jerin Valel,"May 04, 2019","Ottawa, Ontario, Canada",Lightweight Bout,Blue,223,90,361,138,223,90,363,140,5,0,0,0,165,49,302,87,38,23,25,17,20,18,34,34,223,90,344,129,0,0,3,3,0,0,14,6,Lightweight,5,177.8,155.0,177.8,Orthodox,"Apr 30, 1987",185.42,155.0,185.42000000000002,Orthodox,"Mar 29, 1983"
Derek Brunson,Elias Theodorou,0,0,0.59,0.38,0.44,0.0,0,0,5,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,"May 04, 2019","Ottawa, Ontario, Canada",Middleweight Bout,Red,94,56,170,65,103,65,194,87,9,4,1,0,62,34,88,16,17,11,34,27,15,11,48,22,82,45,150,53,7,6,20,12,5,5,0,0,Middleweight,3,185.42,185.0,195.58,Southpaw,"Jan 04, 1984",185.42,185.0,190.5,Orthodox,"May 31, 1988"
Cub Swanson,Shane Burgos,0,0,0.5,0.5,0.0,0.0,0,0,0,0,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,"May 04, 2019","Ottawa, Ontario, Canada",Featherweight Bout,Blue,256,129,268,134,260,132,282,147,2,0,0,0,167,66,208,82,26,14,25,18,63,49,35,34,239,113,260,128,12,11,8,6,5,5,0,0,Featherweight,3,172.72,145.0,177.8,Orthodox,"Nov 02, 1983",180.34,145.0,190.5,Orthodox,"Mar 19, 1991"
Brad Katona,Merab Dvalishvili,0,0,0.57,0.53,0.0,0.55,0,0,0,3,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,"May 04, 2019","Ottawa, Ontario, Canada",Bantamweight Bout,Blue,56,32,102,55,70,43,274,215,0,0,9,5,41,21,85,43,5,4,10,6,10,7,7,6,36,17,65,24,16,12,5,4,4,3,32,27,Bantamweight,3,167.64000000000001,135.0,162.56,Orthodox,"Dec 19, 1991",167.64000000000001,135.0,172.72,Orthodox,"Jan 10, 1991"
Walt Harris,Serghei Spivac,1,0,0.6,0.33,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,0:50,3 Rnd (5-5-5),Jerin Valel,"May 04, 2019","Ottawa, Ontario, Canada",Heavyweight Bout,Red,28,17,3,1,28,17,3,1,0,0,0,0,27,17,2,0,1,0,0,0,0,0,1,1,18,9,3,1,4,3,0,0,6,5,0,0,Heavyweight,3,195.57999999999998,250.0,195.58,Southpaw,"Jun 10, 1983",190.5,260.0,198.12,Orthodox,"Jan 24, 1995"
Marc-Andre Barriault,Andrew Sanchez,0,0,0.53,0.48,0.0,0.25,0,0,0,3,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,"May 04, 2019","Ottawa, Ontario, Canada",Middleweight Bout,Blue,130,69,148,72,137,76,181,102,1,0,8,2,114,55,112,44,14,12,26,21,2,2,10,7,86,35,125,54,39,29,16,12,5,5,7,6,Middleweight,3,185.42,185.0,187.96,Orthodox,"Feb 18, 1990",185.42,185.0,187.96,Orthodox,"Apr 08, 1988"
Macy Chiasson,Sarah Moras,0,0,0.65,0.81,0.0,0.33,0,1,3,3,2,0,KO/TKO,2,2:22,3 Rnd (5-5-5),Yves Lavigne,"May 04, 2019","Ottawa, Ontario, Canada",Women's Bantamweight Bout,Red,66,43,11,9,107,82,38,29,0,0,3,1,61,38,11,9,5,5,0,0,0,0,0,0,2,1,1,1,0,0,0,0,64,42,10,8,Women's Bantamweight,3,180.34,135.0,182.88,,"Jul 27, 1991",170.18,135.0,170.18,,"Apr 30, 1988"
Aiemann Zahabi,Vince Morales,0,0,0.34,0.3,0.2,0.0,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,"May 04, 2019","Ottawa, Ontario, Canada",Bantamweight Bout,Blue,82,28,194,59,83,29,194,59,5,1,0,0,62,14,151,31,14,9,32,20,6,5,11,8,81,27,192,58,1,1,2,1,0,0,0,0,Bantamweight,3,172.72,135.0,172.72,Orthodox,"Nov 19, 1987",170.18,135.0,177.8,Orthodox,"Nov 12, 1990"
Nordine Taleb,Kyle Prepolec,0,0,0.44,0.33,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,"May 04, 2019","Ottawa, Ontario, Canada",Welterweight Bout,Red,201,90,153,52,201,90,154,53,0,0,2,0,125,32,113,27,39,27,30,22,37,31,10,3,199,89,151,51,0,0,2,1,2,1,0,0,Welterweight,3,185.42,170.0,187.96,Orthodox,"Jun 10, 1981",177.8,170.0,177.8,Southpaw,"Aug 30, 1989"
Kyle Nelson,Matt Sayles,0,0,0.27,0.51,0.2,0.0,4,1,1,3,0,1,Submission,3,3:16,3 Rnd (5-5-5),Todd Ronald Anderson,"May 04, 2019","Ottawa, Ontario, Canada",Featherweight Bout,Blue,93,26,147,75,103,32,181,106,10,2,0,0,82,18,113,45,11,8,18,15,0,0,16,15,86,24,105,48,7,2,5,3,0,0,37,24,Featherweight,3,180.34,155.0,180.34,Switch,"Apr 20, 1991",170.18,145.0,172.72,Orthodox,"Feb 21, 1994"
Arjan Bhullar,Juan Adams,0,0,0.66,0.43,1.0,0.0,0,0,2,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,"May 04, 2019","Ottawa, Ontario, Canada",Heavyweight Bout,Red,62,41,185,81,94,69,212,107,2,2,0,0,53,32,158,56,8,8,23,21,1,1,4,4,37,18,148,50,21,19,36,30,4,4,1,1,Heavyweight,3,185.42,245.0,190.5,Orthodox,"May 13, 1986",195.57999999999998,265.0,203.2,Orthodox,"Jan 16, 1992"
Mitch Gagnon,Cole Smith,1,0,0.27,0.43,0.0,0.5,2,2,1,2,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,"May 04, 2019","Ottawa, Ontario, Canada",Bantamweight Bout,Blue,54,15,88,38,62,23,111,56,1,0,4,2,42,11,41,13,8,2,26,9,4,2,21,16,40,9,72,27,11,4,15,10,3,2,1,1,Bantamweight,3,165.1,135.0,165.1,Southpaw,"Oct 10, 1984",180.34,135.0,170.18,Orthodox,"Apr 05, 1989"
Jacare Souza,Jack Hermansson,0,0,0.51,0.39,0.0,0.3,0,1,0,1,0,0,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,"April 27, 2019","Sunrise, Florida, USA",Middleweight Bout,Blue,175,90,372,148,205,120,496,256,3,0,10,3,141,65,313,96,33,24,36,32,1,1,23,20,154,74,339,120,20,15,29,24,1,1,4,4,Middleweight,5,185.42,185.0,182.88,Orthodox,"Dec 07, 1979",185.42,185.0,195.58,Orthodox,"Jun 10, 1988"
Greg Hardy,Dmitrii Smoliakov,0,0,0.46,0.33,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,2:15,3 Rnd (5-5-5),Keith Peterson,"April 27, 2019","Sunrise, Florida, USA",Heavyweight Bout,Red,30,14,3,1,33,17,3,1,0,0,2,0,28,12,3,1,2,2,0,0,0,0,0,0,13,4,3,1,2,2,0,0,15,8,0,0,Heavyweight,3,195.57999999999998,265.0,203.2,Orthodox,"Jul 28, 1988",187.96,253.0,187.96,Switch,"Aug 05, 1982"
Alex Oliveira,Mike Perry,0,0,0.35,0.59,0.0,0.0,0,0,0,1,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Larry Downs,"April 27, 2019","Sunrise, Florida, USA",Welterweight Bout,Blue,137,48,110,65,139,50,120,75,1,0,1,0,110,30,90,48,16,7,8,6,11,11,12,11,125,42,72,32,11,6,19,18,1,0,19,15,Welterweight,3,180.34,170.0,193.04,Orthodox,"Feb 21, 1988",177.8,170.0,180.34,Orthodox,"Sep 15, 1991"
Glover Teixeira,Ion Cutelaba,0,0,0.52,0.54,0.0,0.0,1,0,3,1,0,0,Submission,2,3:37,3 Rnd (5-5-5),Alan Abeles,"April 27, 2019","Sunrise, Florida, USA",Light Heavyweight Bout,Red,57,30,135,74,63,35,135,74,7,0,0,0,51,24,113,57,6,6,21,16,0,0,1,1,38,16,94,43,11,9,25,20,8,5,16,11,Light Heavyweight,3,187.96,205.0,193.04,Orthodox,"Oct 28, 1979",185.42,205.0,190.5,Southpaw,"Dec 14, 1993"
John Lineker,Cory Sandhagen,0,0,0.41,0.43,0.5,0.5,1,0,0,0,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"April 27, 2019","Sunrise, Florida, USA",Bantamweight Bout,Blue,256,106,275,120,256,106,283,128,2,1,4,2,177,57,218,72,64,39,23,16,15,10,34,32,250,105,273,119,6,1,2,1,0,0,0,0,Bantamweight,3,160.02,135.0,170.18,Orthodox,"Jun 12, 1990",180.34,135.0,177.8,Switch,"Apr 20, 1992"
Roosevelt Roberts,Thomas Gifford,0,0,0.62,0.42,0.5,1.0,0,0,6,1,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"April 27, 2019","Sunrise, Florida, USA",Lightweight Bout,Red,85,53,70,30,132,95,130,86,4,2,1,1,73,41,53,16,7,7,7,5,5,5,10,9,59,31,63,24,3,3,5,4,23,19,2,2,Lightweight,3,187.96,155.0,185.42000000000002,Orthodox,"Feb 11, 1994",185.42,155.0,190.5,Orthodox,"Jul 26, 1992"
Ben Saunders,Takashi Sato,0,1,0.51,0.4,0.0,0.0,0,0,0,0,0,0,KO/TKO,2,1:18,3 Rnd (5-5-5),Larry Downs,"April 27, 2019","Sunrise, Florida, USA",Welterweight Bout,Blue,90,46,69,28,91,47,74,33,0,0,0,0,46,9,64,25,28,22,3,2,16,15,2,1,70,29,44,13,20,17,6,2,0,0,19,13,Welterweight,3,187.96,170.0,195.58,Orthodox,"Apr 13, 1983",177.8,170.0,185.42000000000002,Southpaw,"Jun 09, 1990"
Andrei Arlovski,Augusto Sakai,0,0,0.42,0.31,0.0,0.0,0,0,0,0,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"April 27, 2019","Sunrise, Florida, USA",Heavyweight Bout,Blue,175,75,132,42,182,82,141,51,0,0,1,0,126,31,108,26,31,29,12,8,18,15,12,8,164,65,113,30,11,10,19,12,0,0,0,0,Heavyweight,3,190.5,240.0,195.58,Orthodox,"Feb 04, 1979",190.5,265.0,195.58,Orthodox,"May 09, 1991"
Carla Esparza,Virna Jandiroba,0,0,0.49,0.45,0.4,0.33,0,0,3,5,1,2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Alan Abeles,"April 27, 2019","Sunrise, Florida, USA",Women's Strawweight Bout,Red,51,25,37,17,128,97,89,64,10,4,9,3,43,18,33,13,7,6,4,4,1,1,0,0,30,12,30,13,12,8,6,3,9,5,1,1,Women's Strawweight,3,154.94,115.0,160.02,,"Oct 10, 1987",160.02,115.0,162.56,Orthodox,"May 30, 1988"
Gilbert Burns,Mike Davis,0,0,0.56,0.29,0.5,0.0,1,0,4,0,0,0,Submission,2,4:15,3 Rnd (5-5-5),Keith Peterson,"April 27, 2019","Sunrise, Florida, USA",Lightweight Bout,Red,87,49,44,13,122,81,49,17,6,3,0,0,71,36,29,5,6,4,13,6,10,9,2,2,62,28,42,11,5,4,2,2,20,17,0,0,Lightweight,3,177.8,155.0,180.34,Orthodox,"Jul 20, 1986",182.88,155.0,182.88,Orthodox,"Oct 07, 1992"
Jim Miller,Jason Gonzalez,0,0,0.54,0.4,1.0,0.0,1,0,1,0,0,0,Submission,1,2:12,3 Rnd (5-5-5),Larry Downs,"April 27, 2019","Sunrise, Florida, USA",Lightweight Bout,Red,11,6,25,10,14,8,25,10,2,2,0,0,9,4,20,5,0,0,0,0,2,2,5,5,11,6,25,10,0,0,0,0,0,0,0,0,Lightweight,3,172.72,155.0,180.34,Southpaw,"Aug 30, 1983",187.96,155.0,187.96,Southpaw,"Feb 28, 1990"
Angela Hill,Jodie Esquibel,0,0,0.49,0.19,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Alan Abeles,"April 27, 2019","Sunrise, Florida, USA",Women's Strawweight Bout,Red,236,117,289,57,237,118,289,57,3,0,3,0,195,83,243,40,37,30,42,15,4,4,4,2,219,103,277,50,16,13,12,7,1,1,0,0,Women's Strawweight,3,160.02,115.0,162.56,Orthodox,"Jan 12, 1985",154.94,115.0,162.56,Orthodox,"May 07, 1986"
Court McGee,Dhiego Lima,1,0,0.28,0.4,0.0,0.0,0,0,0,0,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"April 27, 2019","Sunrise, Florida, USA",Welterweight Bout,Blue,228,65,159,65,232,69,161,67,8,0,3,0,166,28,135,47,34,15,22,16,28,22,2,2,223,60,155,62,4,4,4,3,1,1,0,0,Welterweight,3,180.34,170.0,190.5,Orthodox,"Dec 12, 1984",187.96,170.0,187.96,Orthodox,"Jan 31, 1989"
Alistair Overeem,Aleksei Oleinik,1,0,0.87,0.65,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,4:45,5 Rnd (5-5-5-5-5),Marc Goddard,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",Heavyweight Bout,Red,33,29,58,38,35,31,101,78,1,0,0,0,27,23,34,15,6,6,24,23,0,0,0,0,8,5,26,12,13,12,32,26,12,12,0,0,Heavyweight,5,193.04,265.0,203.2,Orthodox,"May 17, 1980",187.96,240.0,203.2,Orthodox,"Jun 20, 1977"
Islam Makhachev,Arman Tsarukyan,0,0,0.7,0.3,0.44,0.08,0,0,2,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",Lightweight Bout,Red,20,14,43,13,53,47,90,60,9,4,12,1,12,7,25,5,6,6,15,7,2,1,3,1,10,4,34,6,8,8,9,7,2,2,0,0,Lightweight,3,177.8,155.0,177.8,Orthodox,"Oct 27, 1991",170.18,155.0,182.88,Orthodox,"Oct 11, 1996"
Sergei Pavlovich,Marcelo Golm,1,0,0.65,0.33,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,1:06,3 Rnd (5-5-5),Leon Roberts,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",Heavyweight Bout,Red,26,17,15,5,26,17,15,5,0,0,0,0,26,17,13,4,0,0,1,0,0,0,1,1,22,14,14,4,4,3,1,1,0,0,0,0,Heavyweight,3,190.5,257.0,213.36,Southpaw,"May 13, 1992",190.5,249.0,190.5,Orthodox,"Sep 15, 1992"
Roxanne Modafferi,Antonina Shevchenko,0,0,0.41,0.55,0.83,0.0,0,0,5,0,2,2,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",Women's Flyweight Bout,Red,79,33,116,64,162,105,144,87,6,5,0,0,73,29,101,50,5,3,13,12,1,1,2,2,60,18,98,49,4,3,11,10,15,12,7,5,Women's Flyweight,3,170.18,125.0,175.26,,"Sep 24, 1982",172.72,125.0,170.18,Southpaw,"Nov 20, 1984"
Krzysztof Jotko,Alen Amedovski,0,0,0.62,0.35,1.0,0.0,0,0,5,0,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",Middleweight Bout,Red,69,43,17,6,149,111,17,6,4,4,0,0,56,37,17,6,10,4,0,0,3,2,0,0,25,8,12,3,0,0,0,0,44,35,5,3,Middleweight,3,185.42,185.0,195.58,Southpaw,"Aug 19, 1989",177.8,185.0,187.96,Orthodox,"Apr 06, 1988"
Movsar Evloev,Seungwoo Choi,0,0,0.64,0.44,0.31,0.0,0,0,1,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Vjacheslav Kiselev,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",Featherweight Bout,Red,78,50,58,26,156,121,136,94,16,5,2,0,69,42,49,19,8,7,5,5,1,1,4,2,29,6,40,10,16,15,12,10,33,29,6,6,Featherweight,3,170.18,145.0,182.88,Orthodox,"Feb 11, 1994",182.88,145.0,187.96,Orthodox,"Nov 03, 1992"
Sultan Aliev,Keita Nakamura,0,0,0.39,0.35,0.28,0.0,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",Welterweight Bout,Red,63,25,81,29,70,32,109,57,7,2,1,0,57,22,63,18,4,2,11,7,2,1,7,4,53,20,72,21,9,4,5,4,1,1,4,4,Welterweight,3,180.34,170.0,187.96,Orthodox,"Sep 17, 1984",180.34,170.0,185.42000000000002,Southpaw,"May 22, 1984"
Alexander Yakovlev,Alex Da Silva,0,0,0.73,0.42,0.5,0.33,1,0,0,2,0,0,Submission,2,3:10,3 Rnd (5-5-5),Marc Goddard,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",Lightweight Bout,Red,19,14,19,8,23,18,23,10,2,1,3,1,14,9,14,3,4,4,3,3,1,1,2,2,6,2,11,2,5,5,3,3,8,7,5,3,Lightweight,3,190.5,155.0,187.96,Southpaw,"Jul 18, 1984",172.72,155.0,185.42000000000002,Orthodox,"Feb 04, 1996"
Marcin Tybura,Shamil Abdurakhimov,0,1,0.4,0.41,0.0,0.0,0,0,0,0,0,0,KO/TKO,2,3:15,3 Rnd (5-5-5),Herb Dean,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",Heavyweight Bout,Blue,70,28,87,36,70,28,87,36,0,0,3,0,58,17,72,24,7,6,13,10,5,5,2,2,65,26,74,26,5,2,13,10,0,0,0,0,Heavyweight,3,190.5,249.0,198.12,Orthodox,"Nov 09, 1985",190.5,235.0,193.04,Orthodox,"Sep 02, 1981"
Gadzhimurad Antigulov,Michal Oleksiejczuk,0,3,0.46,0.8,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,0:44,3 Rnd (5-5-5),Leon Roberts,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",Light Heavyweight Bout,Blue,13,6,10,8,13,6,10,8,2,0,0,0,12,5,10,8,1,1,0,0,0,0,0,0,13,6,5,3,0,0,1,1,0,0,4,4,Light Heavyweight,3,180.34,205.0,177.8,Orthodox,"Feb 09, 1987",182.88,205.0,187.96,Southpaw,"Feb 22, 1995"
Magomed Mustafaev,Rafael Fiziev,1,0,0.83,1.0,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,1:26,3 Rnd (5-5-5),Vjacheslav Kiselev,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",Lightweight Bout,Red,12,10,1,1,13,11,1,1,0,0,0,0,9,7,0,0,1,1,0,0,2,2,1,1,6,4,1,1,0,0,0,0,6,6,0,0,Lightweight,3,172.72,155.0,180.34,Orthodox,"Aug 02, 1988",172.72,155.0,180.34,Switch,"Mar 05, 1993"
Max Holloway,Dustin Poirier,0,0,0.4,0.46,0.0,0.12,1,0,0,0,0,0,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Blake Grice,"April 13, 2019","Atlanta, Georgia, USA",UFC Interim Lightweight Title Bout,Blue,446,181,381,178,473,208,383,180,0,0,8,1,394,141,349,153,50,39,24,18,2,1,8,7,425,167,365,165,21,14,16,13,0,0,0,0,Lightweight,5,180.34,155.0,175.26,Orthodox,"Dec 04, 1991",175.26,155.0,182.88,Southpaw,"Jan 19, 1989"
Kelvin Gastelum,Israel Adesanya,0,4,0.41,0.45,0.11,0.0,0,2,0,0,1,0,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,"April 13, 2019","Atlanta, Georgia, USA",UFC Interim Middleweight Title Bout,Blue,220,91,237,109,222,92,247,119,9,1,0,0,191,68,186,70,16,12,23,16,13,11,28,23,219,91,225,100,1,0,1,1,0,0,11,8,Middleweight,5,175.26,185.0,180.34,Southpaw,"Oct 24, 1991",193.04,185.0,203.2,Switch,"Jul 22, 1989"
Eryk Anders,Khalil Rountree Jr.,0,4,0.23,0.5,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,"April 13, 2019","Atlanta, Georgia, USA",Light Heavyweight Bout,Blue,69,16,157,79,72,19,162,83,1,0,0,0,62,12,89,26,7,4,23,15,0,0,45,38,68,16,145,75,1,0,0,0,0,0,12,4,Light Heavyweight,3,185.42,185.0,190.5,Southpaw,"Apr 21, 1987",185.42,205.0,193.04,Southpaw,"Feb 26, 1990"
Alan Jouban,Dwight Grant,0,0,0.24,0.31,0.5,0.0,0,0,1,0,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),George Allen,"April 13, 2019","Atlanta, Georgia, USA",Welterweight Bout,Blue,100,24,122,38,101,25,123,39,2,1,0,0,77,9,88,13,6,3,8,4,17,12,26,21,89,19,121,37,4,1,1,1,7,4,0,0,Welterweight,3,182.88,170.0,185.42000000000002,Southpaw,"Nov 25, 1981",185.42,170.0,193.04,Switch,"Sep 14, 1984"
Ovince Saint Preux,Nikita Krylov,0,0,0.5,0.61,0.37,0.5,0,2,2,2,1,0,Submission,2,2:30,3 Rnd (5-5-5),Blake Grice,"April 13, 2019","Atlanta, Georgia, USA",Light Heavyweight Bout,Blue,8,4,44,27,12,8,79,60,8,3,2,1,6,3,27,15,2,1,11,7,0,0,6,5,5,2,32,17,1,1,8,6,2,1,4,4,Light Heavyweight,3,190.5,205.0,203.2,Southpaw,"Apr 08, 1983",190.5,205.0,195.58,Orthodox,"Mar 07, 1992"
Jalin Turner,Matt Frevola,0,0,0.3,0.4,0.0,0.3,1,2,0,7,1,2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"April 13, 2019","Atlanta, Georgia, USA",Lightweight Bout,Blue,116,35,77,31,124,42,95,49,0,0,13,4,101,27,50,18,15,8,18,5,0,0,9,8,107,31,67,24,5,1,2,0,4,3,8,7,Lightweight,3,190.5,155.0,195.58,Southpaw,"May 18, 1995",175.26,155.0,180.34,Orthodox,"Jun 11, 1990"
